08/10/2019;	00:29:57000;	1335392.000;	1335392.000;	1335392.000;	1188033.625;	1188033.625;	1188033.625;	1129148.750;	1129148.750;	1129148.750;	3652574.500;	3652574.500;	3652574.500;	
08/10/2019;	00:44:57000;	1348858.750;	1348858.750;	1348858.750;	1199871.375;	1199871.375;	1199871.375;	1140811.000;	1140811.000;	1140811.000;	3689541.000;	3689541.000;	3689541.000;	
08/10/2019;	00:59:57000;	1363070.750;	1363070.750;	1363070.750;	1212117.750;	1212117.750;	1212117.750;	1153013.750;	1153013.750;	1153013.750;	3728202.250;	3728202.250;	3728202.250;	
08/10/2019;	01:14:57000;	1376727.500;	1376727.500;	1376727.500;	1223999.625;	1223999.625;	1223999.625;	1164741.375;	1164741.375;	1164741.375;	3765468.500;	3765468.500;	3765468.500;	
08/10/2019;	01:29:57000;	1390287.125;	1390287.125;	1390287.125;	1235707.875;	1235707.875;	1235707.875;	1176307.750;	1176307.750;	1176307.750;	3802302.750;	3802302.750;	3802302.750;	
08/10/2019;	01:44:57000;	1404125.750;	1404125.750;	1404125.750;	1247484.250;	1247484.250;	1247484.250;	1188043.750;	1188043.750;	1188043.750;	3839653.750;	3839653.750;	3839653.750;	
08/10/2019;	01:59:57000;	1416579.500;	1416579.500;	1416579.500;	1258220.125;	1258220.125;	1258220.125;	1198518.250;	1198518.250;	1198518.250;	3873318.000;	3873318.000;	3873318.000;	
08/10/2019;	02:14:57000;	1429015.125;	1429015.125;	1429015.125;	1268838.625;	1268838.625;	1268838.625;	1208981.750;	1208981.750;	1208981.750;	3906835.500;	3906835.500;	3906835.500;	
08/10/2019;	02:29:57000;	1441199.125;	1441199.125;	1441199.125;	1279093.750;	1279093.750;	1279093.750;	1218989.250;	1218989.250;	1218989.250;	3939282.000;	3939282.000;	3939282.000;	
08/10/2019;	02:44:57000;	1453238.250;	1453238.250;	1453238.250;	1289389.250;	1289389.250;	1289389.250;	1229059.500;	1229059.500;	1229059.500;	3971687.000;	3971687.000;	3971687.000;	
08/10/2019;	02:59:57000;	1465136.375;	1465136.375;	1465136.375;	1299739.500;	1299739.500;	1299739.500;	1239031.375;	1239031.375;	1239031.375;	4003907.250;	4003907.250;	4003907.250;	
08/10/2019;	03:14:57000;	1476900.000;	1476900.000;	1476900.000;	1309740.250;	1309740.250;	1309740.250;	1249065.375;	1249065.375;	1249065.375;	4035705.500;	4035705.500;	4035705.500;	
08/10/2019;	03:29:57000;	1488445.625;	1488445.625;	1488445.625;	1319458.875;	1319458.875;	1319458.875;	1258971.375;	1258971.375;	1258971.375;	4066876.000;	4066876.000;	4066876.000;	
08/10/2019;	03:44:57000;	1500264.125;	1500264.125;	1500264.125;	1329349.000;	1329349.000;	1329349.000;	1269002.750;	1269002.750;	1269002.750;	4098616.000;	4098616.000;	4098616.000;	
08/10/2019;	03:59:57000;	1512062.750;	1512062.750;	1512062.750;	1339054.500;	1339054.500;	1339054.500;	1279031.375;	1279031.375;	1279031.375;	4130148.500;	4130148.500;	4130148.500;	
08/10/2019;	04:14:57000;	1523608.875;	1523608.875;	1523608.875;	1348938.125;	1348938.125;	1348938.125;	1289010.000;	1289010.000;	1289010.000;	4161557.000;	4161557.000;	4161557.000;	
